Model : distilbert-base-uncased - Learning Type: wikitext2/pruning/magnitude_pruning/0.97
Configuration:
model_type: llm
model_name: distilbert-base-uncased
model_task: wikitext2
num_classes: 30522
criterion: CrossEntropyLoss()
embedding_dim: 768
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 64
learning_rate: 5e-05
learning_type: pruning
optimizer_type: adamw
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.97
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_magnitude_pruning_0.97_pruning.pt
finetuned_weights: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_baseline.pt

Epoch [1/5]: Avg Loss: 2.7781 | Avg Accuracy: 52.827 | Avg Perplexity: 17.568 |Model Sparsity: 0.4734
Recovery epoch [1/10]: Avg Loss: 5.3189 | Avg Accuracy: 27.561 | Avg Perplexity: 184.790 | Model Sparsity: 0.9622
Recovery epoch [2/10]: Avg Loss: 5.0872 | Avg Accuracy: 28.826 | Avg Perplexity: 152.453 | Model Sparsity: 0.9622
Recovery epoch [3/10]: Avg Loss: 4.9307 | Avg Accuracy: 29.051 | Avg Perplexity: 149.525 | Model Sparsity: 0.9622
Recovery epoch [4/10]: Avg Loss: 4.8130 | Avg Accuracy: 29.810 | Avg Perplexity: 133.512 | Model Sparsity: 0.9622
Recovery epoch [5/10]: Avg Loss: 4.7272 | Avg Accuracy: 30.033 | Avg Perplexity: 124.483 | Model Sparsity: 0.9622
Recovery epoch [6/10]: Avg Loss: 4.6406 | Avg Accuracy: 30.530 | Avg Perplexity: 122.230 | Model Sparsity: 0.9622
Recovery epoch [7/10]: Avg Loss: 4.5808 | Avg Accuracy: 30.907 | Avg Perplexity: 114.702 | Model Sparsity: 0.9622
Recovery epoch [8/10]: Avg Loss: 4.5140 | Avg Accuracy: 31.299 | Avg Perplexity: 111.198 | Model Sparsity: 0.9622
Recovery epoch [9/10]: Avg Loss: 4.4648 | Avg Accuracy: 31.564 | Avg Perplexity: 107.039 | Model Sparsity: 0.9622
Recovery epoch [10/10]: Avg Loss: 4.4228 | Avg Accuracy: 32.088 | Avg Perplexity: 103.379 | Model Sparsity: 0.9622
Epoch [5/5]: Avg Loss: 4.7168 | Avg Accuracy: 30.595 | Avg Perplexity: 119.882 |Model Sparsity: 0.97
Recovery epoch [1/10]: Avg Loss: 4.4787 | Avg Accuracy: 31.722 | Avg Perplexity: 111.866 | Model Sparsity: 0.97
Recovery epoch [2/10]: Avg Loss: 4.4063 | Avg Accuracy: 31.531 | Avg Perplexity: 106.102 | Model Sparsity: 0.97
Recovery epoch [3/10]: Avg Loss: 4.3376 | Avg Accuracy: 32.234 | Avg Perplexity: 101.846 | Model Sparsity: 0.97
Recovery epoch [4/10]: Avg Loss: 4.2909 | Avg Accuracy: 32.840 | Avg Perplexity: 95.469 | Model Sparsity: 0.97
Recovery epoch [5/10]: Avg Loss: 4.2433 | Avg Accuracy: 33.139 | Avg Perplexity: 93.958 | Model Sparsity: 0.97
Recovery epoch [6/10]: Avg Loss: 4.2152 | Avg Accuracy: 33.405 | Avg Perplexity: 90.407 | Model Sparsity: 0.97
Recovery epoch [7/10]: Avg Loss: 4.1759 | Avg Accuracy: 33.129 | Avg Perplexity: 91.380 | Model Sparsity: 0.97
Recovery epoch [8/10]: Avg Loss: 4.1495 | Avg Accuracy: 33.391 | Avg Perplexity: 88.865 | Model Sparsity: 0.97
Recovery epoch [9/10]: Avg Loss: 4.1157 | Avg Accuracy: 33.416 | Avg Perplexity: 88.100 | Model Sparsity: 0.97
Recovery epoch [10/10]: Avg Loss: 4.0887 | Avg Accuracy: 33.693 | Avg Perplexity: 86.760 | Model Sparsity: 0.97
