Model : distilbert-base-uncased - Learning Type: wikitext2/pruning/movement_pruning/0.99
Configuration:
model_type: llm
model_name: distilbert-base-uncased
model_task: wikitext2
num_classes: 30522
criterion: CrossEntropyLoss()
embedding_dim: 768
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 64
learning_rate: 5e-05
learning_type: pruning
optimizer_type: adamw
prune: True
pruning_type: movement_pruning
target_sparsity: 0.99
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_movement_pruning_0.99_pruning.pt
finetuned_weights: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_baseline.pt

Epoch [1/5]: Avg Loss: 3.6916 | Avg Accuracy: 46.935 | Avg Perplexity: 28.233 |Model Sparsity: 0.4831
Epoch [2/5]: Avg Loss: 5.3504 | Avg Accuracy: 32.286 | Avg Perplexity: 93.001 |Model Sparsity: 0.7762
Recovery epoch [1/10]: Avg Loss: 4.2868 | Avg Accuracy: 35.299 | Avg Perplexity: 68.785 | Model Sparsity: 0.7762
Recovery epoch [2/10]: Avg Loss: 3.9718 | Avg Accuracy: 38.019 | Avg Perplexity: 54.722 | Model Sparsity: 0.7762
Recovery epoch [3/10]: Avg Loss: 3.7794 | Avg Accuracy: 39.043 | Avg Perplexity: 49.933 | Model Sparsity: 0.7762
Recovery epoch [4/10]: Avg Loss: 3.6402 | Avg Accuracy: 40.885 | Avg Perplexity: 42.494 | Model Sparsity: 0.7762
Recovery epoch [5/10]: Avg Loss: 3.5334 | Avg Accuracy: 41.310 | Avg Perplexity: 40.121 | Model Sparsity: 0.7762
Recovery epoch [6/10]: Avg Loss: 3.4573 | Avg Accuracy: 42.438 | Avg Perplexity: 37.964 | Model Sparsity: 0.7762
Recovery epoch [7/10]: Avg Loss: 3.3772 | Avg Accuracy: 42.883 | Avg Perplexity: 36.690 | Model Sparsity: 0.7762
Recovery epoch [8/10]: Avg Loss: 3.3133 | Avg Accuracy: 44.010 | Avg Perplexity: 33.189 | Model Sparsity: 0.7762
Recovery epoch [9/10]: Avg Loss: 3.2581 | Avg Accuracy: 44.034 | Avg Perplexity: 32.461 | Model Sparsity: 0.7762
Recovery epoch [10/10]: Avg Loss: 3.2103 | Avg Accuracy: 44.740 | Avg Perplexity: 31.160 | Model Sparsity: 0.7762
Epoch [3/5]: Avg Loss: 6.8223 | Avg Accuracy: 12.922 | Avg Perplexity: 818.777 |Model Sparsity: 0.9266
Recovery epoch [1/10]: Avg Loss: 6.5762 | Avg Accuracy: 13.889 | Avg Perplexity: 694.058 | Model Sparsity: 0.9266
Recovery epoch [2/10]: Avg Loss: 6.4041 | Avg Accuracy: 15.246 | Avg Perplexity: 589.323 | Model Sparsity: 0.9266
Recovery epoch [3/10]: Avg Loss: 6.2095 | Avg Accuracy: 18.216 | Avg Perplexity: 468.226 | Model Sparsity: 0.9266
Recovery epoch [4/10]: Avg Loss: 5.9594 | Avg Accuracy: 20.931 | Avg Perplexity: 349.436 | Model Sparsity: 0.9266
Recovery epoch [5/10]: Avg Loss: 5.6417 | Avg Accuracy: 24.541 | Avg Perplexity: 242.794 | Model Sparsity: 0.9266
Recovery epoch [6/10]: Avg Loss: 5.2835 | Avg Accuracy: 26.727 | Avg Perplexity: 181.737 | Model Sparsity: 0.9266
Recovery epoch [7/10]: Avg Loss: 5.0171 | Avg Accuracy: 28.641 | Avg Perplexity: 146.904 | Model Sparsity: 0.9266
Recovery epoch [8/10]: Avg Loss: 4.8004 | Avg Accuracy: 29.220 | Avg Perplexity: 132.538 | Model Sparsity: 0.9266
Recovery epoch [9/10]: Avg Loss: 4.6390 | Avg Accuracy: 30.506 | Avg Perplexity: 113.859 | Model Sparsity: 0.9266
Recovery epoch [10/10]: Avg Loss: 4.5139 | Avg Accuracy: 31.977 | Avg Perplexity: 103.100 | Model Sparsity: 0.9266
Epoch [4/5]: Avg Loss: 6.8363 | Avg Accuracy: 13.504 | Avg Perplexity: 821.153 |Model Sparsity: 0.9821
Recovery epoch [1/10]: Avg Loss: 6.6754 | Avg Accuracy: 13.971 | Avg Perplexity: 792.062 | Model Sparsity: 0.9821
Recovery epoch [2/10]: Avg Loss: 6.5979 | Avg Accuracy: 14.060 | Avg Perplexity: 754.136 | Model Sparsity: 0.9821
Recovery epoch [3/10]: Avg Loss: 6.5230 | Avg Accuracy: 14.639 | Avg Perplexity: 710.436 | Model Sparsity: 0.9821
Recovery epoch [4/10]: Avg Loss: 6.4334 | Avg Accuracy: 15.637 | Avg Perplexity: 649.827 | Model Sparsity: 0.9821
Recovery epoch [5/10]: Avg Loss: 6.3123 | Avg Accuracy: 17.446 | Avg Perplexity: 577.914 | Model Sparsity: 0.9821
Recovery epoch [6/10]: Avg Loss: 6.1889 | Avg Accuracy: 18.608 | Avg Perplexity: 500.023 | Model Sparsity: 0.9821
Recovery epoch [7/10]: Avg Loss: 6.0347 | Avg Accuracy: 20.697 | Avg Perplexity: 406.588 | Model Sparsity: 0.9821
Recovery epoch [8/10]: Avg Loss: 5.8427 | Avg Accuracy: 22.224 | Avg Perplexity: 351.322 | Model Sparsity: 0.9821
Recovery epoch [9/10]: Avg Loss: 5.6628 | Avg Accuracy: 23.444 | Avg Perplexity: 280.647 | Model Sparsity: 0.9821
Recovery epoch [10/10]: Avg Loss: 5.4923 | Avg Accuracy: 24.588 | Avg Perplexity: 249.454 | Model Sparsity: 0.9821
Epoch [5/5]: Avg Loss: 5.6756 | Avg Accuracy: 24.476 | Avg Perplexity: 270.087 |Model Sparsity: 0.99
Recovery epoch [1/10]: Avg Loss: 5.4748 | Avg Accuracy: 25.292 | Avg Perplexity: 237.315 | Model Sparsity: 0.99
Recovery epoch [2/10]: Avg Loss: 5.3676 | Avg Accuracy: 25.062 | Avg Perplexity: 227.716 | Model Sparsity: 0.99
Recovery epoch [3/10]: Avg Loss: 5.2793 | Avg Accuracy: 26.238 | Avg Perplexity: 205.856 | Model Sparsity: 0.99
Recovery epoch [4/10]: Avg Loss: 5.2087 | Avg Accuracy: 26.661 | Avg Perplexity: 193.368 | Model Sparsity: 0.99
Recovery epoch [5/10]: Avg Loss: 5.1438 | Avg Accuracy: 27.322 | Avg Perplexity: 182.471 | Model Sparsity: 0.99
Recovery epoch [6/10]: Avg Loss: 5.0850 | Avg Accuracy: 27.153 | Avg Perplexity: 179.026 | Model Sparsity: 0.99
Recovery epoch [7/10]: Avg Loss: 5.0209 | Avg Accuracy: 27.505 | Avg Perplexity: 177.500 | Model Sparsity: 0.99
Recovery epoch [8/10]: Avg Loss: 4.9733 | Avg Accuracy: 28.076 | Avg Perplexity: 163.868 | Model Sparsity: 0.99
Recovery epoch [9/10]: Avg Loss: 4.9325 | Avg Accuracy: 28.143 | Avg Perplexity: 161.317 | Model Sparsity: 0.99
Recovery epoch [10/10]: Avg Loss: 4.8916 | Avg Accuracy: 28.311 | Avg Perplexity: 158.482 | Model Sparsity: 0.99
