Model : distilbert-base-uncased - Learning Type: wikitext2/pruning/movement_pruning/0.95
Configuration:
model_type: llm
model_name: distilbert-base-uncased
model_task: wikitext2
num_classes: 30522
criterion: CrossEntropyLoss()
embedding_dim: 768
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 64
learning_rate: 5e-05
learning_type: pruning
optimizer_type: adamw
prune: True
pruning_type: movement_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_movement_pruning_0.95_pruning.pt
finetuned_weights: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_baseline.pt

Epoch [1/5]: Avg Loss: 3.5349 | Avg Accuracy: 47.516 | Avg Perplexity: 26.036 |Model Sparsity: 0.4636
Recovery epoch [10/10]: Avg Loss: 3.9606 | Avg Accuracy: 35.347 | Avg Perplexity: 71.657 | Model Sparsity: 0.9424
Epoch [5/5]: Avg Loss: 4.1452 | Avg Accuracy: 34.524 | Avg Perplexity: 80.083 |Model Sparsity: 0.95
Recovery epoch [1/10]: Avg Loss: 4.0358 | Avg Accuracy: 34.312 | Avg Perplexity: 77.648 | Model Sparsity: 0.95
Recovery epoch [2/10]: Avg Loss: 3.9848 | Avg Accuracy: 34.757 | Avg Perplexity: 74.750 | Model Sparsity: 0.95
Recovery epoch [3/10]: Avg Loss: 3.9345 | Avg Accuracy: 34.832 | Avg Perplexity: 76.824 | Model Sparsity: 0.95
Recovery epoch [4/10]: Avg Loss: 3.8991 | Avg Accuracy: 34.960 | Avg Perplexity: 72.983 | Model Sparsity: 0.95
Recovery epoch [5/10]: Avg Loss: 3.8569 | Avg Accuracy: 35.803 | Avg Perplexity: 71.295 | Model Sparsity: 0.95
Recovery epoch [6/10]: Avg Loss: 3.8327 | Avg Accuracy: 35.494 | Avg Perplexity: 69.718 | Model Sparsity: 0.95
Recovery epoch [7/10]: Avg Loss: 3.7919 | Avg Accuracy: 36.036 | Avg Perplexity: 66.940 | Model Sparsity: 0.95
Recovery epoch [8/10]: Avg Loss: 3.7728 | Avg Accuracy: 36.011 | Avg Perplexity: 67.859 | Model Sparsity: 0.95
Recovery epoch [9/10]: Avg Loss: 3.7322 | Avg Accuracy: 35.638 | Avg Perplexity: 66.338 | Model Sparsity: 0.95
Recovery epoch [10/10]: Avg Loss: 3.7148 | Avg Accuracy: 36.383 | Avg Perplexity: 65.419 | Model Sparsity: 0.95
