Model : distilbert-base-uncased - Learning Type: wikitext2/pruning/wanda_pruning/0.95
Configuration:
model_type: llm
model_name: distilbert-base-uncased
model_task: wikitext2
num_classes: 30522
criterion: CrossEntropyLoss()
embedding_dim: 768
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 64
learning_rate: 5e-05
learning_type: pruning
optimizer_type: adamw
prune: True
pruning_type: wanda_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_wanda_pruning_0.95_pruning.pt
finetuned_weights: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_baseline.pt

Epoch [1/5]: Avg Loss: 1.8055 | Avg Accuracy: 61.46 | Avg Perplexity: 6.710 | Model Sparsity: 0.4636
Recovery epoch [6/10]: Avg Loss: 2.4114 | Avg Accuracy: 52.38 | Avg Perplexity: 12.561 | Model Sparsity: 0.7448
Recovery epoch [7/10]: Avg Loss: 2.3666 | Avg Accuracy: 52.85 | Avg Perplexity: 12.307 | Model Sparsity: 0.7448
Recovery epoch [8/10]: Avg Loss: 2.3296 | Avg Accuracy: 53.08 | Avg Perplexity: 12.071 | Model Sparsity: 0.7448
Recovery epoch [9/10]: Avg Loss: 2.3007 | Avg Accuracy: 53.51 | Avg Perplexity: 11.814 | Model Sparsity: 0.7448
Recovery epoch [10/10]: Avg Loss: 2.2736 | Avg Accuracy: 54.01 | Avg Perplexity: 11.682 | Model Sparsity: 0.7448
Epoch [3/5]: Avg Loss: 5.0081 | Avg Accuracy: 31.51 | Avg Perplexity: 82.440 | Model Sparsity: 0.8892
Recovery epoch [1/10]: Avg Loss: 4.2643 | Avg Accuracy: 34.50 | Avg Perplexity: 60.202 | Model Sparsity: 0.8892
Recovery epoch [2/10]: Avg Loss: 3.9804 | Avg Accuracy: 36.58 | Avg Perplexity: 50.353 | Model Sparsity: 0.8892
Recovery epoch [3/10]: Avg Loss: 3.8023 | Avg Accuracy: 37.75 | Avg Perplexity: 44.197 | Model Sparsity: 0.8892
Recovery epoch [4/10]: Avg Loss: 3.6738 | Avg Accuracy: 38.42 | Avg Perplexity: 42.479 | Model Sparsity: 0.8892
Recovery epoch [5/10]: Avg Loss: 3.5798 | Avg Accuracy: 39.61 | Avg Perplexity: 37.092 | Model Sparsity: 0.8892
Recovery epoch [6/10]: Avg Loss: 3.4980 | Avg Accuracy: 39.70 | Avg Perplexity: 37.531 | Model Sparsity: 0.8892
Recovery epoch [7/10]: Avg Loss: 3.4389 | Avg Accuracy: 40.23 | Avg Perplexity: 35.528 | Model Sparsity: 0.8892
Recovery epoch [8/10]: Avg Loss: 3.3721 | Avg Accuracy: 40.72 | Avg Perplexity: 33.821 | Model Sparsity: 0.8892
Recovery epoch [9/10]: Avg Loss: 3.3157 | Avg Accuracy: 41.74 | Avg Perplexity: 32.323 | Model Sparsity: 0.8892
Recovery epoch [10/10]: Avg Loss: 3.2746 | Avg Accuracy: 42.32 | Avg Perplexity: 30.139 | Model Sparsity: 0.8892
Epoch [4/5]: Avg Loss: 4.5710 | Avg Accuracy: 33.52 | Avg Perplexity: 74.513 | Model Sparsity: 0.9424
Recovery epoch [1/10]: Avg Loss: 4.1237 | Avg Accuracy: 35.52 | Avg Perplexity: 60.805 | Model Sparsity: 0.9424
Recovery epoch [2/10]: Avg Loss: 3.9816 | Avg Accuracy: 36.35 | Avg Perplexity: 54.642 | Model Sparsity: 0.9424
Recovery epoch [3/10]: Avg Loss: 3.8858 | Avg Accuracy: 35.98 | Avg Perplexity: 55.291 | Model Sparsity: 0.9424
Recovery epoch [4/10]: Avg Loss: 3.8219 | Avg Accuracy: 36.53 | Avg Perplexity: 53.632 | Model Sparsity: 0.9424
Recovery epoch [5/10]: Avg Loss: 3.7606 | Avg Accuracy: 37.10 | Avg Perplexity: 50.727 | Model Sparsity: 0.9424
Recovery epoch [6/10]: Avg Loss: 3.7138 | Avg Accuracy: 37.73 | Avg Perplexity: 47.878 | Model Sparsity: 0.9424
Recovery epoch [7/10]: Avg Loss: 3.6622 | Avg Accuracy: 37.62 | Avg Perplexity: 47.681 | Model Sparsity: 0.9424
Recovery epoch [8/10]: Avg Loss: 3.6333 | Avg Accuracy: 37.55 | Avg Perplexity: 47.815 | Model Sparsity: 0.9424
Recovery epoch [9/10]: Avg Loss: 3.6002 | Avg Accuracy: 37.97 | Avg Perplexity: 45.368 | Model Sparsity: 0.9424
Recovery epoch [10/10]: Avg Loss: 3.5572 | Avg Accuracy: 38.36 | Avg Perplexity: 43.886 | Model Sparsity: 0.9424
Epoch [5/5]: Avg Loss: 3.7382 | Avg Accuracy: 37.60 | Avg Perplexity: 48.027 | Model Sparsity: 0.95
Recovery epoch [1/10]: Avg Loss: 3.5739 | Avg Accuracy: 38.15 | Avg Perplexity: 46.391 | Model Sparsity: 0.95
Recovery epoch [2/10]: Avg Loss: 3.5195 | Avg Accuracy: 38.46 | Avg Perplexity: 44.444 | Model Sparsity: 0.95
Recovery epoch [3/10]: Avg Loss: 3.4929 | Avg Accuracy: 38.76 | Avg Perplexity: 43.886 | Model Sparsity: 0.95
Recovery epoch [4/10]: Avg Loss: 3.4614 | Avg Accuracy: 38.98 | Avg Perplexity: 42.571 | Model Sparsity: 0.95
Recovery epoch [5/10]: Avg Loss: 3.4286 | Avg Accuracy: 39.13 | Avg Perplexity: 42.689 | Model Sparsity: 0.95
Recovery epoch [6/10]: Avg Loss: 3.4063 | Avg Accuracy: 39.26 | Avg Perplexity: 42.025 | Model Sparsity: 0.95
Recovery epoch [7/10]: Avg Loss: 3.3903 | Avg Accuracy: 39.06 | Avg Perplexity: 41.600 | Model Sparsity: 0.95
Recovery epoch [8/10]: Avg Loss: 3.3660 | Avg Accuracy: 39.52 | Avg Perplexity: 41.186 | Model Sparsity: 0.95
Recovery epoch [9/10]: Avg Loss: 3.3447 | Avg Accuracy: 39.24 | Avg Perplexity: 40.769 | Model Sparsity: 0.95
Recovery epoch [10/10]: Avg Loss: 3.3282 | Avg Accuracy: 39.95 | Avg Perplexity: 39.616 | Model Sparsity: 0.95
