Model : distilbert-base-uncased - Learning Type: wikitext2/pruning/snip_pruning/0.97
Configuration:
model_type: llm
model_name: distilbert-base-uncased
model_task: wikitext2
num_classes: 30522
criterion: CrossEntropyLoss()
embedding_dim: 768
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 64
learning_rate: 5e-05
learning_type: pruning
optimizer_type: adamw
prune: True
pruning_type: snip_pruning
target_sparsity: 0.97
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_snip_pruning_0.97_pruning.pt
finetuned_weights: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_baseline.pt

Epoch [1/5]: Avg Loss: 2.9240 | Avg Accuracy: 53.26 | Avg Perplexity: 11.405 | Model Sparsity: 0.4734
Epoch [3/5]: Avg Loss: 6.1110 | Avg Accuracy: 22.40 | Avg Perplexity: 256.093 | Model Sparsity: 0.9079
Recovery epoch [1/10]: Avg Loss: 5.2190 | Avg Accuracy: 28.84 | Avg Perplexity: 116.239 | Model Sparsity: 0.9079
Recovery epoch [2/10]: Avg Loss: 4.6217 | Avg Accuracy: 31.95 | Avg Perplexity: 82.371 | Model Sparsity: 0.9079
Recovery epoch [3/10]: Avg Loss: 4.3291 | Avg Accuracy: 33.21 | Avg Perplexity: 68.676 | Model Sparsity: 0.9079
Recovery epoch [4/10]: Avg Loss: 4.1524 | Avg Accuracy: 34.38 | Avg Perplexity: 63.812 | Model Sparsity: 0.9079
Recovery epoch [5/10]: Avg Loss: 4.0183 | Avg Accuracy: 34.58 | Avg Perplexity: 60.362 | Model Sparsity: 0.9079
Recovery epoch [6/10]: Avg Loss: 3.9211 | Avg Accuracy: 35.57 | Avg Perplexity: 56.144 | Model Sparsity: 0.9079
Recovery epoch [7/10]: Avg Loss: 3.8410 | Avg Accuracy: 35.94 | Avg Perplexity: 53.042 | Model Sparsity: 0.9079
Recovery epoch [8/10]: Avg Loss: 3.7670 | Avg Accuracy: 36.33 | Avg Perplexity: 51.447 | Model Sparsity: 0.9079
Recovery epoch [9/10]: Avg Loss: 3.7030 | Avg Accuracy: 36.90 | Avg Perplexity: 49.336 | Model Sparsity: 0.9079
Recovery epoch [10/10]: Avg Loss: 3.6492 | Avg Accuracy: 37.67 | Avg Perplexity: 46.216 | Model Sparsity: 0.9079
Epoch [4/5]: Avg Loss: 6.2733 | Avg Accuracy: 20.64 | Avg Perplexity: 375.945 | Model Sparsity: 0.9622
Recovery epoch [1/10]: Avg Loss: 5.6483 | Avg Accuracy: 25.80 | Avg Perplexity: 184.044 | Model Sparsity: 0.9622
Recovery epoch [2/10]: Avg Loss: 5.1005 | Avg Accuracy: 29.10 | Avg Perplexity: 125.466 | Model Sparsity: 0.9622
Recovery epoch [3/10]: Avg Loss: 4.7788 | Avg Accuracy: 30.18 | Avg Perplexity: 104.996 | Model Sparsity: 0.9622
Recovery epoch [4/10]: Avg Loss: 4.5705 | Avg Accuracy: 31.19 | Avg Perplexity: 95.432 | Model Sparsity: 0.9622
Recovery epoch [5/10]: Avg Loss: 4.4373 | Avg Accuracy: 31.91 | Avg Perplexity: 86.392 | Model Sparsity: 0.9622
Recovery epoch [6/10]: Avg Loss: 4.3483 | Avg Accuracy: 32.65 | Avg Perplexity: 79.451 | Model Sparsity: 0.9622
Recovery epoch [7/10]: Avg Loss: 4.2682 | Avg Accuracy: 32.37 | Avg Perplexity: 82.211 | Model Sparsity: 0.9622
Recovery epoch [8/10]: Avg Loss: 4.1979 | Avg Accuracy: 33.29 | Avg Perplexity: 76.584 | Model Sparsity: 0.9622
Recovery epoch [9/10]: Avg Loss: 4.1348 | Avg Accuracy: 32.76 | Avg Perplexity: 77.331 | Model Sparsity: 0.9622
Recovery epoch [10/10]: Avg Loss: 4.0918 | Avg Accuracy: 33.55 | Avg Perplexity: 73.588 | Model Sparsity: 0.9622
Epoch [5/5]: Avg Loss: 4.3182 | Avg Accuracy: 33.06 | Avg Perplexity: 78.452 | Model Sparsity: 0.97
Recovery epoch [1/10]: Avg Loss: 4.1868 | Avg Accuracy: 33.41 | Avg Perplexity: 75.644 | Model Sparsity: 0.97
Recovery epoch [2/10]: Avg Loss: 4.1316 | Avg Accuracy: 33.67 | Avg Perplexity: 75.160 | Model Sparsity: 0.97
Recovery epoch [3/10]: Avg Loss: 4.0807 | Avg Accuracy: 33.55 | Avg Perplexity: 74.872 | Model Sparsity: 0.97
Recovery epoch [4/10]: Avg Loss: 4.0451 | Avg Accuracy: 33.98 | Avg Perplexity: 70.856 | Model Sparsity: 0.97
Recovery epoch [5/10]: Avg Loss: 4.0034 | Avg Accuracy: 33.68 | Avg Perplexity: 72.022 | Model Sparsity: 0.97
Recovery epoch [6/10]: Avg Loss: 3.9765 | Avg Accuracy: 34.31 | Avg Perplexity: 67.888 | Model Sparsity: 0.97
Recovery epoch [7/10]: Avg Loss: 3.9287 | Avg Accuracy: 34.10 | Avg Perplexity: 68.413 | Model Sparsity: 0.97
Recovery epoch [8/10]: Avg Loss: 3.9059 | Avg Accuracy: 34.82 | Avg Perplexity: 66.076 | Model Sparsity: 0.97
Recovery epoch [9/10]: Avg Loss: 3.8786 | Avg Accuracy: 34.88 | Avg Perplexity: 64.379 | Model Sparsity: 0.97
Recovery epoch [10/10]: Avg Loss: 3.8525 | Avg Accuracy: 34.70 | Avg Perplexity: 67.056 | Model Sparsity: 0.97
