Model : vgg19 - Learning Type: mnist/bacp_pruning/movement_pruning/0.97
Configuration:
model_name: vgg19
model_task: mnist
model_type: cv
num_classes: 10
batch_size: 512
learning_rate: 0.1
optimizer_type: sgd
epochs: 5
recovery_epochs: 10
patience: 20
pruning_type: movement_pruning
target_sparsity: 0.97
sparsity_scheduler: cubic
pruning_epochs: 5
n_views: 2
temperature: 0.15
base_temperature: 0.15
device: cuda
enable_mixed_precision: True
num_workers: 24
train_batches: 99
val_batches: 17
current_model_path: /dbfs/research/vgg19/mnist/vgg19_mnist_movement_pruning_0.97_bacp_pruning.pt

Epoch [1/5]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: 0.0000 | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.5909
Retraining Epoch [2/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6307 | Avg SnC Loss: nan | Avg FiC Loss: 4.2026 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6305 | Avg SnC Loss: nan | Avg FiC Loss: 4.2025 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6297 | Avg SnC Loss: nan | Avg FiC Loss: 4.2022 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6294 | Avg SnC Loss: nan | Avg FiC Loss: 4.2025 | Avg CE Loss: 0.5758 | Model Sparsity: 1.0
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6307 | Avg SnC Loss: nan | Avg FiC Loss: 4.2023 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6300 | Avg SnC Loss: nan | Avg FiC Loss: 4.2023 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6310 | Avg SnC Loss: nan | Avg FiC Loss: 4.2025 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6307 | Avg SnC Loss: nan | Avg FiC Loss: 4.2030 | Avg CE Loss: 0.5758 | Model Sparsity: 1.0
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6306 | Avg SnC Loss: nan | Avg FiC Loss: 4.2028 | Avg CE Loss: 0.5756 | Model Sparsity: 1.0
Epoch [3/5]: Avg Total Loss: nan | Avg PrC Loss: 3.6305 | Avg SnC Loss: nan | Avg FiC Loss: 4.2025 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [1/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6301 | Avg SnC Loss: nan | Avg FiC Loss: 4.2020 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [2/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6299 | Avg SnC Loss: nan | Avg FiC Loss: 4.2024 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6298 | Avg SnC Loss: nan | Avg FiC Loss: 4.2023 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6306 | Avg SnC Loss: nan | Avg FiC Loss: 4.2024 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6301 | Avg SnC Loss: nan | Avg FiC Loss: 4.2025 | Avg CE Loss: 0.5756 | Model Sparsity: 1.0
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6299 | Avg SnC Loss: nan | Avg FiC Loss: 4.2021 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6313 | Avg SnC Loss: nan | Avg FiC Loss: 4.2024 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6303 | Avg SnC Loss: nan | Avg FiC Loss: 4.2023 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6301 | Avg SnC Loss: nan | Avg FiC Loss: 4.2024 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6296 | Avg SnC Loss: nan | Avg FiC Loss: 4.2022 | Avg CE Loss: 0.5756 | Model Sparsity: 1.0
Epoch [4/5]: Avg Total Loss: nan | Avg PrC Loss: 3.6298 | Avg SnC Loss: nan | Avg FiC Loss: 4.2023 | Avg CE Loss: 0.5756 | Model Sparsity: 1.0
Retraining Epoch [1/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6304 | Avg SnC Loss: nan | Avg FiC Loss: 4.2021 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [2/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6307 | Avg SnC Loss: nan | Avg FiC Loss: 4.2023 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6302 | Avg SnC Loss: nan | Avg FiC Loss: 4.2022 | Avg CE Loss: 0.5758 | Model Sparsity: 1.0
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6299 | Avg SnC Loss: nan | Avg FiC Loss: 4.2019 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6304 | Avg SnC Loss: nan | Avg FiC Loss: 4.2025 | Avg CE Loss: 0.5756 | Model Sparsity: 1.0
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6310 | Avg SnC Loss: nan | Avg FiC Loss: 4.2023 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6309 | Avg SnC Loss: nan | Avg FiC Loss: 4.2023 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6304 | Avg SnC Loss: nan | Avg FiC Loss: 4.2024 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6303 | Avg SnC Loss: nan | Avg FiC Loss: 4.2026 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6301 | Avg SnC Loss: nan | Avg FiC Loss: 4.2027 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Epoch [5/5]: Avg Total Loss: nan | Avg PrC Loss: 3.6302 | Avg SnC Loss: nan | Avg FiC Loss: 4.2026 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [1/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6310 | Avg SnC Loss: nan | Avg FiC Loss: 4.2025 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [2/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6299 | Avg SnC Loss: nan | Avg FiC Loss: 4.2025 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6294 | Avg SnC Loss: nan | Avg FiC Loss: 4.2025 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6306 | Avg SnC Loss: nan | Avg FiC Loss: 4.2022 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6301 | Avg SnC Loss: nan | Avg FiC Loss: 4.2026 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6311 | Avg SnC Loss: nan | Avg FiC Loss: 4.2021 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6305 | Avg SnC Loss: nan | Avg FiC Loss: 4.2025 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6307 | Avg SnC Loss: nan | Avg FiC Loss: 4.2028 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6303 | Avg SnC Loss: nan | Avg FiC Loss: 4.2025 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: 3.6313 | Avg SnC Loss: nan | Avg FiC Loss: 4.2023 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
