Model : resnet101 - Learning Type: emnist/bacp_pruning/movement_pruning/0.97
Configuration:
model_name: resnet101
model_task: emnist
model_type: cv
num_classes: 47
batch_size: 512
learning_rate: 0.1
optimizer_type: sgd
epochs: 5
recovery_epochs: 10
patience: 20
pruning_type: movement_pruning
target_sparsity: 0.97
sparsity_scheduler: cubic
pruning_epochs: 5
n_views: 2
temperature: 0.07
base_temperature: 0.07
device: cuda
enable_mixed_precision: True
num_workers: 24
train_batches: 187
val_batches: 33
current_model_path: /dbfs/research/resnet101/emnist/resnet101_emnist_movement_pruning_0.97_bacp_pruning.pt

Epoch [1/5]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: 0.0000 | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.5519
Epoch [2/5]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 1.0
Retraining Epoch [1/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7297 | Avg SnC Loss: nan | Avg FiC Loss: 6.1732 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [2/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7293 | Avg SnC Loss: nan | Avg FiC Loss: 6.1734 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7293 | Avg SnC Loss: nan | Avg FiC Loss: 6.1727 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7292 | Avg SnC Loss: nan | Avg FiC Loss: 6.1733 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7295 | Avg SnC Loss: nan | Avg FiC Loss: 6.1736 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7292 | Avg SnC Loss: nan | Avg FiC Loss: 6.1737 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7293 | Avg SnC Loss: nan | Avg FiC Loss: 6.1731 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7295 | Avg SnC Loss: nan | Avg FiC Loss: 6.1735 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7297 | Avg SnC Loss: nan | Avg FiC Loss: 6.1734 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7292 | Avg SnC Loss: nan | Avg FiC Loss: 6.1733 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Epoch [3/5]: Avg Total Loss: nan | Avg PrC Loss: 4.7292 | Avg SnC Loss: nan | Avg FiC Loss: 6.1728 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [1/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7295 | Avg SnC Loss: nan | Avg FiC Loss: 6.1737 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [2/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7301 | Avg SnC Loss: nan | Avg FiC Loss: 6.1726 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7294 | Avg SnC Loss: nan | Avg FiC Loss: 6.1731 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7289 | Avg SnC Loss: nan | Avg FiC Loss: 6.1731 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7298 | Avg SnC Loss: nan | Avg FiC Loss: 6.1730 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7292 | Avg SnC Loss: nan | Avg FiC Loss: 6.1733 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7297 | Avg SnC Loss: nan | Avg FiC Loss: 6.1727 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7295 | Avg SnC Loss: nan | Avg FiC Loss: 6.1733 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7298 | Avg SnC Loss: nan | Avg FiC Loss: 6.1735 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7292 | Avg SnC Loss: nan | Avg FiC Loss: 6.1736 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Epoch [4/5]: Avg Total Loss: nan | Avg PrC Loss: 4.7292 | Avg SnC Loss: nan | Avg FiC Loss: 6.1732 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [1/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7291 | Avg SnC Loss: nan | Avg FiC Loss: 6.1736 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [2/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7294 | Avg SnC Loss: nan | Avg FiC Loss: 6.1732 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7297 | Avg SnC Loss: nan | Avg FiC Loss: 6.1730 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7299 | Avg SnC Loss: nan | Avg FiC Loss: 6.1732 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7298 | Avg SnC Loss: nan | Avg FiC Loss: 6.1728 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7295 | Avg SnC Loss: nan | Avg FiC Loss: 6.1728 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7292 | Avg SnC Loss: nan | Avg FiC Loss: 6.1736 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7295 | Avg SnC Loss: nan | Avg FiC Loss: 6.1736 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7296 | Avg SnC Loss: nan | Avg FiC Loss: 6.1730 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7298 | Avg SnC Loss: nan | Avg FiC Loss: 6.1734 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Epoch [5/5]: Avg Total Loss: nan | Avg PrC Loss: 4.7297 | Avg SnC Loss: nan | Avg FiC Loss: 6.1731 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [1/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7295 | Avg SnC Loss: nan | Avg FiC Loss: 6.1740 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [2/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7294 | Avg SnC Loss: nan | Avg FiC Loss: 6.1738 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7299 | Avg SnC Loss: nan | Avg FiC Loss: 6.1733 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7291 | Avg SnC Loss: nan | Avg FiC Loss: 6.1729 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7295 | Avg SnC Loss: nan | Avg FiC Loss: 6.1735 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7296 | Avg SnC Loss: nan | Avg FiC Loss: 6.1727 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7296 | Avg SnC Loss: nan | Avg FiC Loss: 6.1730 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7295 | Avg SnC Loss: nan | Avg FiC Loss: 6.1730 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7294 | Avg SnC Loss: nan | Avg FiC Loss: 6.1732 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: 4.7296 | Avg SnC Loss: nan | Avg FiC Loss: 6.1728 | Avg CE Loss: 0.9627 | Model Sparsity: 1.0
