Model : resnet101 - Learning Type: emnist/bacp_pruning/movement_pruning/0.97
Configuration:
model_name: resnet101
model_task: emnist
model_type: cv
num_classes: 47
batch_size: 512
learning_rate: 0.1
optimizer_type: sgd
epochs: 5
recovery_epochs: 10
patience: 20
pruning_type: movement_pruning
target_sparsity: 0.97
sparsity_scheduler: cubic
pruning_epochs: 5
n_views: 2
temperature: 0.07
base_temperature: 0.07
device: cuda
enable_mixed_precision: True
num_workers: 24
train_batches: 187
val_batches: 33
current_model_path: /dbfs/research/resnet101/emnist/resnet101_emnist_movement_pruning_0.97_bacp_pruning.pt

Epoch [1/5]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: 0.0000 | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.5522
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8592 | Avg SnC Loss: nan | Avg FiC Loss: 6.3297 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8596 | Avg SnC Loss: nan | Avg FiC Loss: 6.3289 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8594 | Avg SnC Loss: nan | Avg FiC Loss: 6.3292 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8597 | Avg SnC Loss: nan | Avg FiC Loss: 6.3296 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8593 | Avg SnC Loss: nan | Avg FiC Loss: 6.3293 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8595 | Avg SnC Loss: nan | Avg FiC Loss: 6.3293 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8594 | Avg SnC Loss: nan | Avg FiC Loss: 6.3294 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8591 | Avg SnC Loss: nan | Avg FiC Loss: 6.3292 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Epoch [4/5]: Avg Total Loss: nan | Avg PrC Loss: 4.8590 | Avg SnC Loss: nan | Avg FiC Loss: 6.3287 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [1/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8601 | Avg SnC Loss: nan | Avg FiC Loss: 6.3291 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [2/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8596 | Avg SnC Loss: nan | Avg FiC Loss: 6.3291 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8602 | Avg SnC Loss: nan | Avg FiC Loss: 6.3291 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8594 | Avg SnC Loss: nan | Avg FiC Loss: 6.3293 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8593 | Avg SnC Loss: nan | Avg FiC Loss: 6.3295 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8598 | Avg SnC Loss: nan | Avg FiC Loss: 6.3289 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8594 | Avg SnC Loss: nan | Avg FiC Loss: 6.3295 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8589 | Avg SnC Loss: nan | Avg FiC Loss: 6.3292 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8597 | Avg SnC Loss: nan | Avg FiC Loss: 6.3289 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8605 | Avg SnC Loss: nan | Avg FiC Loss: 6.3293 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Epoch [5/5]: Avg Total Loss: nan | Avg PrC Loss: 4.8593 | Avg SnC Loss: nan | Avg FiC Loss: 6.3300 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [1/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8593 | Avg SnC Loss: nan | Avg FiC Loss: 6.3290 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [2/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8600 | Avg SnC Loss: nan | Avg FiC Loss: 6.3293 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8589 | Avg SnC Loss: nan | Avg FiC Loss: 6.3285 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8595 | Avg SnC Loss: nan | Avg FiC Loss: 6.3293 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8598 | Avg SnC Loss: nan | Avg FiC Loss: 6.3290 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8597 | Avg SnC Loss: nan | Avg FiC Loss: 6.3286 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8593 | Avg SnC Loss: nan | Avg FiC Loss: 6.3293 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8596 | Avg SnC Loss: nan | Avg FiC Loss: 6.3293 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8600 | Avg SnC Loss: nan | Avg FiC Loss: 6.3287 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: 4.8594 | Avg SnC Loss: nan | Avg FiC Loss: 6.3290 | Avg CE Loss: 0.9626 | Model Sparsity: 1.0
