Model : distilbert-base-uncased - Learning Type: wikitext2/pruning/magnitude_pruning/0.95
Configuration:
model_type: llm
model_name: distilbert-base-uncased
model_task: wikitext2
num_classes: 30522
criterion: CrossEntropyLoss()
embedding_dim: 768
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 64
learning_rate: 5e-05
learning_type: pruning
optimizer_type: adamw
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_magnitude_pruning_0.95_pruning.pt
finetuned_weights: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_baseline.pt

Epoch [1/5]: Avg Loss: 1.5241 | Avg Accuracy: 64.77 | Avg Perplexity: 5.486 | Model Sparsity: 0.4636
Recovery epoch [6/10]: Avg Loss: 1.4809 | Avg Accuracy: 64.10 | Avg Perplexity: 5.719 | Model Sparsity: 0.8892
Recovery epoch [7/10]: Avg Loss: 1.4800 | Avg Accuracy: 63.76 | Avg Perplexity: 5.782 | Model Sparsity: 0.8892
Recovery epoch [8/10]: Avg Loss: 1.4779 | Avg Accuracy: 64.40 | Avg Perplexity: 5.585 | Model Sparsity: 0.8892
Recovery epoch [9/10]: Avg Loss: 1.4920 | Avg Accuracy: 64.34 | Avg Perplexity: 5.673 | Model Sparsity: 0.8892
Recovery epoch [10/10]: Avg Loss: 1.4814 | Avg Accuracy: 63.89 | Avg Perplexity: 5.737 | Model Sparsity: 0.8892
Epoch [4/5]: Avg Loss: 1.4864 | Avg Accuracy: 64.53 | Avg Perplexity: 5.608 | Model Sparsity: 0.9424
Recovery epoch [1/10]: Avg Loss: 1.4815 | Avg Accuracy: 63.89 | Avg Perplexity: 5.727 | Model Sparsity: 0.9424
Recovery epoch [2/10]: Avg Loss: 1.4743 | Avg Accuracy: 64.12 | Avg Perplexity: 5.691 | Model Sparsity: 0.9424
Recovery epoch [3/10]: Avg Loss: 1.4815 | Avg Accuracy: 64.04 | Avg Perplexity: 5.741 | Model Sparsity: 0.9424
Recovery epoch [4/10]: Avg Loss: 1.4763 | Avg Accuracy: 64.35 | Avg Perplexity: 5.669 | Model Sparsity: 0.9424
Recovery epoch [5/10]: Avg Loss: 1.4775 | Avg Accuracy: 64.24 | Avg Perplexity: 5.621 | Model Sparsity: 0.9424
Recovery epoch [6/10]: Avg Loss: 1.4819 | Avg Accuracy: 64.08 | Avg Perplexity: 5.646 | Model Sparsity: 0.9424
Recovery epoch [7/10]: Avg Loss: 1.4683 | Avg Accuracy: 64.28 | Avg Perplexity: 5.648 | Model Sparsity: 0.9424
Recovery epoch [8/10]: Avg Loss: 1.4827 | Avg Accuracy: 64.53 | Avg Perplexity: 5.557 | Model Sparsity: 0.9424
Recovery epoch [9/10]: Avg Loss: 1.4704 | Avg Accuracy: 63.75 | Avg Perplexity: 5.782 | Model Sparsity: 0.9424
Recovery epoch [10/10]: Avg Loss: 1.4709 | Avg Accuracy: 63.43 | Avg Perplexity: 5.798 | Model Sparsity: 0.9424
Epoch [5/5]: Avg Loss: 1.4778 | Avg Accuracy: 64.07 | Avg Perplexity: 5.701 | Model Sparsity: 0.95
Recovery epoch [1/10]: Avg Loss: 1.4664 | Avg Accuracy: 64.16 | Avg Perplexity: 5.781 | Model Sparsity: 0.95
Recovery epoch [2/10]: Avg Loss: 1.4743 | Avg Accuracy: 64.56 | Avg Perplexity: 5.565 | Model Sparsity: 0.95
Recovery epoch [3/10]: Avg Loss: 1.4713 | Avg Accuracy: 63.63 | Avg Perplexity: 5.790 | Model Sparsity: 0.95
Recovery epoch [4/10]: Avg Loss: 1.4643 | Avg Accuracy: 64.62 | Avg Perplexity: 5.617 | Model Sparsity: 0.95
Recovery epoch [5/10]: Avg Loss: 1.4670 | Avg Accuracy: 64.30 | Avg Perplexity: 5.601 | Model Sparsity: 0.95
Recovery epoch [6/10]: Avg Loss: 1.4660 | Avg Accuracy: 64.06 | Avg Perplexity: 5.653 | Model Sparsity: 0.95
Recovery epoch [7/10]: Avg Loss: 1.4690 | Avg Accuracy: 64.81 | Avg Perplexity: 5.510 | Model Sparsity: 0.95
Recovery epoch [8/10]: Avg Loss: 1.4630 | Avg Accuracy: 64.30 | Avg Perplexity: 5.562 | Model Sparsity: 0.95
Recovery epoch [9/10]: Avg Loss: 1.4654 | Avg Accuracy: 64.44 | Avg Perplexity: 5.627 | Model Sparsity: 0.95
Recovery epoch [10/10]: Avg Loss: 1.4603 | Avg Accuracy: 64.15 | Avg Perplexity: 5.744 | Model Sparsity: 0.95
