Model : distilbert-base-uncased - Learning Type: wikitext2/pruning/magnitude_pruning/0.95
Configuration:
model_type: llm
model_name: distilbert-base-uncased
model_task: wikitext2
num_classes: 30522
criterion: CrossEntropyLoss()
embedding_dim: 768
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 64
learning_rate: 5e-05
learning_type: pruning
optimizer_type: adamw
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_magnitude_pruning_0.95_pruning.pt
finetuned_weights: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_baseline.pt

Epoch [1/5]: Avg Loss: 2.7393 | Avg Accuracy: 52.936 | Avg Perplexity: 17.547 |Model Sparsity: 0.4636
Recovery epoch [7/10]: Avg Loss: 2.9880 | Avg Accuracy: 47.681 | Avg Perplexity: 24.702 | Model Sparsity: 0.7448
Recovery epoch [8/10]: Avg Loss: 2.9431 | Avg Accuracy: 47.658 | Avg Perplexity: 23.717 | Model Sparsity: 0.7448
Recovery epoch [9/10]: Avg Loss: 2.8973 | Avg Accuracy: 48.655 | Avg Perplexity: 22.115 | Model Sparsity: 0.7448
Recovery epoch [10/10]: Avg Loss: 2.8550 | Avg Accuracy: 48.947 | Avg Perplexity: 22.528 | Model Sparsity: 0.7448
Epoch [3/5]: Avg Loss: 5.9223 | Avg Accuracy: 25.421 | Avg Perplexity: 200.413 |Model Sparsity: 0.8892
Recovery epoch [1/10]: Avg Loss: 5.0206 | Avg Accuracy: 30.076 | Avg Perplexity: 123.432 | Model Sparsity: 0.8892
Recovery epoch [2/10]: Avg Loss: 4.6325 | Avg Accuracy: 32.126 | Avg Perplexity: 96.583 | Model Sparsity: 0.8892
Recovery epoch [3/10]: Avg Loss: 4.3868 | Avg Accuracy: 33.996 | Avg Perplexity: 80.683 | Model Sparsity: 0.8892
Recovery epoch [4/10]: Avg Loss: 4.2247 | Avg Accuracy: 34.433 | Avg Perplexity: 75.048 | Model Sparsity: 0.8892
Recovery epoch [5/10]: Avg Loss: 4.0948 | Avg Accuracy: 35.382 | Avg Perplexity: 68.338 | Model Sparsity: 0.8892
Recovery epoch [6/10]: Avg Loss: 3.9954 | Avg Accuracy: 36.849 | Avg Perplexity: 61.025 | Model Sparsity: 0.8892
Recovery epoch [7/10]: Avg Loss: 3.9027 | Avg Accuracy: 37.283 | Avg Perplexity: 58.282 | Model Sparsity: 0.8892
Recovery epoch [8/10]: Avg Loss: 3.8341 | Avg Accuracy: 37.412 | Avg Perplexity: 56.270 | Model Sparsity: 0.8892
Recovery epoch [9/10]: Avg Loss: 3.7551 | Avg Accuracy: 38.161 | Avg Perplexity: 53.791 | Model Sparsity: 0.8892
Recovery epoch [10/10]: Avg Loss: 3.6988 | Avg Accuracy: 38.936 | Avg Perplexity: 50.382 | Model Sparsity: 0.8892
Epoch [4/5]: Avg Loss: 5.3620 | Avg Accuracy: 29.506 | Avg Perplexity: 136.650 |Model Sparsity: 0.9424
Recovery epoch [1/10]: Avg Loss: 4.6778 | Avg Accuracy: 31.881 | Avg Perplexity: 106.076 | Model Sparsity: 0.9424
Recovery epoch [2/10]: Avg Loss: 4.4914 | Avg Accuracy: 32.395 | Avg Perplexity: 97.757 | Model Sparsity: 0.9424
Recovery epoch [3/10]: Avg Loss: 4.3560 | Avg Accuracy: 33.589 | Avg Perplexity: 87.889 | Model Sparsity: 0.9424
Recovery epoch [4/10]: Avg Loss: 4.2650 | Avg Accuracy: 33.334 | Avg Perplexity: 87.575 | Model Sparsity: 0.9424
Recovery epoch [5/10]: Avg Loss: 4.1845 | Avg Accuracy: 34.806 | Avg Perplexity: 78.907 | Model Sparsity: 0.9424
Recovery epoch [6/10]: Avg Loss: 4.1182 | Avg Accuracy: 34.724 | Avg Perplexity: 76.482 | Model Sparsity: 0.9424
Recovery epoch [7/10]: Avg Loss: 4.0642 | Avg Accuracy: 34.969 | Avg Perplexity: 75.987 | Model Sparsity: 0.9424
Recovery epoch [8/10]: Avg Loss: 4.0137 | Avg Accuracy: 35.019 | Avg Perplexity: 72.712 | Model Sparsity: 0.9424
Recovery epoch [9/10]: Avg Loss: 3.9681 | Avg Accuracy: 35.752 | Avg Perplexity: 70.279 | Model Sparsity: 0.9424
Recovery epoch [10/10]: Avg Loss: 3.9204 | Avg Accuracy: 35.681 | Avg Perplexity: 69.563 | Model Sparsity: 0.9424
Epoch [5/5]: Avg Loss: 4.2687 | Avg Accuracy: 34.583 | Avg Perplexity: 77.932 |Model Sparsity: 0.95
Recovery epoch [1/10]: Avg Loss: 3.9906 | Avg Accuracy: 35.699 | Avg Perplexity: 69.783 | Model Sparsity: 0.95
Recovery epoch [2/10]: Avg Loss: 3.9081 | Avg Accuracy: 35.751 | Avg Perplexity: 68.754 | Model Sparsity: 0.95
Recovery epoch [3/10]: Avg Loss: 3.8525 | Avg Accuracy: 36.219 | Avg Perplexity: 65.940 | Model Sparsity: 0.95
Recovery epoch [4/10]: Avg Loss: 3.8038 | Avg Accuracy: 36.826 | Avg Perplexity: 62.377 | Model Sparsity: 0.95
Recovery epoch [5/10]: Avg Loss: 3.7800 | Avg Accuracy: 36.965 | Avg Perplexity: 63.584 | Model Sparsity: 0.95
Recovery epoch [6/10]: Avg Loss: 3.7395 | Avg Accuracy: 37.108 | Avg Perplexity: 61.134 | Model Sparsity: 0.95
Recovery epoch [7/10]: Avg Loss: 3.7083 | Avg Accuracy: 37.410 | Avg Perplexity: 60.006 | Model Sparsity: 0.95
Recovery epoch [8/10]: Avg Loss: 3.6741 | Avg Accuracy: 37.903 | Avg Perplexity: 56.759 | Model Sparsity: 0.95
Recovery epoch [9/10]: Avg Loss: 3.6476 | Avg Accuracy: 37.922 | Avg Perplexity: 56.400 | Model Sparsity: 0.95
Recovery epoch [10/10]: Avg Loss: 3.6370 | Avg Accuracy: 37.613 | Avg Perplexity: 57.949 | Model Sparsity: 0.95
