Model : distilbert-base-uncased - Learning Type: wikitext2/pruning/magnitude_pruning/0.95
Configuration:
model_type: llm
model_name: distilbert-base-uncased
model_task: wikitext2
num_classes: 30522
criterion: CrossEntropyLoss()
embedding_dim: 768
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 64
learning_rate: 5e-05
learning_type: pruning
optimizer_type: adamw
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_magnitude_pruning_0.95_pruning.pt
finetuned_weights: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_baseline.pt

Epoch [1/5]: Avg Loss: 2.6166 | Avg Accuracy: 54.229 | Avg Perplexity: 15.840 |Model Sparsity: 0.4636
Recovery epoch [3/10]: Avg Loss: 3.8704 | Avg Accuracy: 44.570 | Avg F1: 47.038 | Model Sparsity: 0.7448
Recovery epoch [4/10]: Avg Loss: 3.7399 | Avg Accuracy: 45.205 | Avg F1: 43.537 | Model Sparsity: 0.7448
Recovery epoch [5/10]: Avg Loss: 3.6525 | Avg Accuracy: 45.940 | Avg F1: 40.706 | Model Sparsity: 0.7448
Recovery epoch [6/10]: Avg Loss: 3.5792 | Avg Accuracy: 46.367 | Avg F1: 38.087 | Model Sparsity: 0.7448
Recovery epoch [7/10]: Avg Loss: 3.5030 | Avg Accuracy: 47.021 | Avg F1: 36.377 | Model Sparsity: 0.7448
Recovery epoch [8/10]: Avg Loss: 3.4468 | Avg Accuracy: 47.348 | Avg F1: 34.867 | Model Sparsity: 0.7448
Recovery epoch [9/10]: Avg Loss: 3.3841 | Avg Accuracy: 47.804 | Avg F1: 33.146 | Model Sparsity: 0.7448
Recovery epoch [10/10]: Avg Loss: 3.3350 | Avg Accuracy: 48.053 | Avg F1: 31.739 | Model Sparsity: 0.7448
Epoch [3/5]: Avg Loss: 7.2990 | Avg Accuracy: 22.479 | Avg Perplexity: 749.799 |Model Sparsity: 0.8892
Recovery epoch [1/10]: Avg Loss: 6.4346 | Avg Accuracy: 26.714 | Avg F1: 457.568 | Model Sparsity: 0.8892
Recovery epoch [2/10]: Avg Loss: 6.1027 | Avg Accuracy: 28.931 | Avg F1: 367.949 | Model Sparsity: 0.8892
Recovery epoch [3/10]: Avg Loss: 5.8983 | Avg Accuracy: 30.644 | Avg F1: 313.053 | Model Sparsity: 0.8892
Recovery epoch [4/10]: Avg Loss: 5.7478 | Avg Accuracy: 31.524 | Avg F1: 279.263 | Model Sparsity: 0.8892
Recovery epoch [5/10]: Avg Loss: 5.6368 | Avg Accuracy: 32.313 | Avg F1: 261.204 | Model Sparsity: 0.8892
Recovery epoch [6/10]: Avg Loss: 5.5411 | Avg Accuracy: 33.231 | Avg F1: 232.028 | Model Sparsity: 0.8892
Recovery epoch [7/10]: Avg Loss: 5.4655 | Avg Accuracy: 33.931 | Avg F1: 216.436 | Model Sparsity: 0.8892
Recovery epoch [8/10]: Avg Loss: 5.3905 | Avg Accuracy: 34.292 | Avg F1: 205.882 | Model Sparsity: 0.8892
Recovery epoch [9/10]: Avg Loss: 5.3248 | Avg Accuracy: 34.438 | Avg F1: 201.175 | Model Sparsity: 0.8892
Recovery epoch [10/10]: Avg Loss: 5.2681 | Avg Accuracy: 35.096 | Avg F1: 190.451 | Model Sparsity: 0.8892
Epoch [4/5]: Avg Loss: 7.1395 | Avg Accuracy: 19.642 | Avg Perplexity: 748.778 |Model Sparsity: 0.9424
Recovery epoch [1/10]: Avg Loss: 6.4984 | Avg Accuracy: 24.095 | Avg F1: 538.086 | Model Sparsity: 0.9424
Recovery epoch [2/10]: Avg Loss: 6.2231 | Avg Accuracy: 27.417 | Avg F1: 442.661 | Model Sparsity: 0.9424
Recovery epoch [3/10]: Avg Loss: 6.0579 | Avg Accuracy: 28.433 | Avg F1: 393.471 | Model Sparsity: 0.9424
Recovery epoch [4/10]: Avg Loss: 5.9488 | Avg Accuracy: 29.723 | Avg F1: 351.108 | Model Sparsity: 0.9424
Recovery epoch [5/10]: Avg Loss: 5.8690 | Avg Accuracy: 29.796 | Avg F1: 330.749 | Model Sparsity: 0.9424
Recovery epoch [6/10]: Avg Loss: 5.7911 | Avg Accuracy: 30.329 | Avg F1: 315.957 | Model Sparsity: 0.9424
Recovery epoch [7/10]: Avg Loss: 5.7275 | Avg Accuracy: 31.171 | Avg F1: 300.763 | Model Sparsity: 0.9424
Recovery epoch [8/10]: Avg Loss: 5.6852 | Avg Accuracy: 31.252 | Avg F1: 291.967 | Model Sparsity: 0.9424
Recovery epoch [9/10]: Avg Loss: 5.6499 | Avg Accuracy: 31.589 | Avg F1: 271.891 | Model Sparsity: 0.9424
Recovery epoch [10/10]: Avg Loss: 5.5954 | Avg Accuracy: 32.250 | Avg F1: 263.172 | Model Sparsity: 0.9424
Epoch [5/5]: Avg Loss: 5.8585 | Avg Accuracy: 30.780 | Avg Perplexity: 290.062 |Model Sparsity: 0.95
Recovery epoch [1/10]: Avg Loss: 5.6308 | Avg Accuracy: 31.664 | Avg F1: 276.990 | Model Sparsity: 0.95
Recovery epoch [2/10]: Avg Loss: 5.5759 | Avg Accuracy: 32.300 | Avg F1: 254.592 | Model Sparsity: 0.95
Recovery epoch [3/10]: Avg Loss: 5.5247 | Avg Accuracy: 32.221 | Avg F1: 258.055 | Model Sparsity: 0.95
Recovery epoch [4/10]: Avg Loss: 5.4877 | Avg Accuracy: 32.920 | Avg F1: 241.887 | Model Sparsity: 0.95
Recovery epoch [5/10]: Avg Loss: 5.4538 | Avg Accuracy: 32.804 | Avg F1: 233.825 | Model Sparsity: 0.95
Recovery epoch [6/10]: Avg Loss: 5.4440 | Avg Accuracy: 32.902 | Avg F1: 234.018 | Model Sparsity: 0.95
Recovery epoch [7/10]: Avg Loss: 5.4077 | Avg Accuracy: 33.081 | Avg F1: 227.749 | Model Sparsity: 0.95
Recovery epoch [8/10]: Avg Loss: 5.3927 | Avg Accuracy: 33.523 | Avg F1: 219.201 | Model Sparsity: 0.95
Recovery epoch [9/10]: Avg Loss: 5.3538 | Avg Accuracy: 33.708 | Avg F1: 220.994 | Model Sparsity: 0.95
Recovery epoch [10/10]: Avg Loss: 5.3341 | Avg Accuracy: 33.342 | Avg F1: 217.174 | Model Sparsity: 0.95
