Model : distilbert-base-uncased - Learning Type: wikitext2/pruning/magnitude_pruning/0.95
Configuration:
model_type: llm
model_name: distilbert-base-uncased
model_task: wikitext2
num_classes: 30522
criterion: CrossEntropyLoss()
embedding_dim: 768
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 64
learning_rate: 5e-05
learning_type: pruning
optimizer_type: adamw
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_magnitude_pruning_0.95_pruning.pt
finetuned_weights: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_baseline.pt

Epoch [1/5]: Avg Loss: 2.7436 | Avg Accuracy: 52.662 | Avg Perplexity: 17.923 |Model Sparsity: 0.4636
Recovery epoch [8/10]: Avg Loss: 3.8301 | Avg Accuracy: 37.531 | Avg Perplexity: 56.383 | Model Sparsity: 0.8892
Recovery epoch [9/10]: Avg Loss: 3.7674 | Avg Accuracy: 38.230 | Avg Perplexity: 52.987 | Model Sparsity: 0.8892
Recovery epoch [10/10]: Avg Loss: 3.7063 | Avg Accuracy: 38.300 | Avg Perplexity: 51.777 | Model Sparsity: 0.8892
Epoch [4/5]: Avg Loss: 5.3488 | Avg Accuracy: 29.777 | Avg Perplexity: 134.948 |Model Sparsity: 0.9424
Recovery epoch [1/10]: Avg Loss: 4.6666 | Avg Accuracy: 31.570 | Avg Perplexity: 110.403 | Model Sparsity: 0.9424
Recovery epoch [2/10]: Avg Loss: 4.4733 | Avg Accuracy: 32.402 | Avg Perplexity: 96.671 | Model Sparsity: 0.9424
Recovery epoch [3/10]: Avg Loss: 4.3554 | Avg Accuracy: 33.746 | Avg Perplexity: 89.333 | Model Sparsity: 0.9424
Recovery epoch [4/10]: Avg Loss: 4.2571 | Avg Accuracy: 33.930 | Avg Perplexity: 86.294 | Model Sparsity: 0.9424
Recovery epoch [5/10]: Avg Loss: 4.1828 | Avg Accuracy: 33.946 | Avg Perplexity: 83.997 | Model Sparsity: 0.9424
Recovery epoch [6/10]: Avg Loss: 4.1028 | Avg Accuracy: 34.658 | Avg Perplexity: 77.186 | Model Sparsity: 0.9424
Recovery epoch [7/10]: Avg Loss: 4.0553 | Avg Accuracy: 35.125 | Avg Perplexity: 73.047 | Model Sparsity: 0.9424
Recovery epoch [8/10]: Avg Loss: 3.9979 | Avg Accuracy: 35.570 | Avg Perplexity: 71.585 | Model Sparsity: 0.9424
Recovery epoch [9/10]: Avg Loss: 3.9465 | Avg Accuracy: 35.269 | Avg Perplexity: 70.452 | Model Sparsity: 0.9424
Recovery epoch [10/10]: Avg Loss: 3.9243 | Avg Accuracy: 36.123 | Avg Perplexity: 66.315 | Model Sparsity: 0.9424
Epoch [5/5]: Avg Loss: 4.2408 | Avg Accuracy: 35.226 | Avg Perplexity: 76.797 |Model Sparsity: 0.95
Recovery epoch [1/10]: Avg Loss: 3.9819 | Avg Accuracy: 35.630 | Avg Perplexity: 69.390 | Model Sparsity: 0.95
Recovery epoch [2/10]: Avg Loss: 3.8979 | Avg Accuracy: 36.191 | Avg Perplexity: 68.168 | Model Sparsity: 0.95
Recovery epoch [3/10]: Avg Loss: 3.8428 | Avg Accuracy: 36.402 | Avg Perplexity: 65.134 | Model Sparsity: 0.95
Recovery epoch [4/10]: Avg Loss: 3.8012 | Avg Accuracy: 36.255 | Avg Perplexity: 64.621 | Model Sparsity: 0.95
Recovery epoch [5/10]: Avg Loss: 3.7724 | Avg Accuracy: 37.452 | Avg Perplexity: 62.005 | Model Sparsity: 0.95
Recovery epoch [6/10]: Avg Loss: 3.7277 | Avg Accuracy: 37.039 | Avg Perplexity: 60.875 | Model Sparsity: 0.95
Recovery epoch [7/10]: Avg Loss: 3.7064 | Avg Accuracy: 37.786 | Avg Perplexity: 57.304 | Model Sparsity: 0.95
Recovery epoch [8/10]: Avg Loss: 3.6797 | Avg Accuracy: 37.084 | Avg Perplexity: 58.403 | Model Sparsity: 0.95
Recovery epoch [9/10]: Avg Loss: 3.6530 | Avg Accuracy: 38.260 | Avg Perplexity: 55.634 | Model Sparsity: 0.95
Recovery epoch [10/10]: Avg Loss: 3.6167 | Avg Accuracy: 37.813 | Avg Perplexity: 55.939 | Model Sparsity: 0.95
