Model : distilbert-base-uncased - Learning Type: wikitext2/pruning/magnitude_pruning/0.95
Configuration:
model_type: llm
model_name: distilbert-base-uncased
model_task: wikitext2
num_classes: 30522
criterion: CrossEntropyLoss()
embedding_dim: 768
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 64
learning_rate: 5e-05
learning_type: pruning
optimizer_type: adamw
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_magnitude_pruning_0.95_pruning.pt
finetuned_weights: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_baseline.pt

Epoch [1/5]: Avg Loss: 1.5190 | Avg Accuracy: 64.14 | Avg Perplexity: 5.710 | Model Sparsity: 0.4636
Recovery epoch [6/10]: Avg Loss: 1.5029 | Avg Accuracy: 64.49 | Avg Perplexity: 5.503 | Model Sparsity: 0.7448
Recovery epoch [7/10]: Avg Loss: 1.4956 | Avg Accuracy: 63.90 | Avg Perplexity: 5.640 | Model Sparsity: 0.7448
Recovery epoch [8/10]: Avg Loss: 1.4967 | Avg Accuracy: 64.09 | Avg Perplexity: 5.697 | Model Sparsity: 0.7448
Recovery epoch [9/10]: Avg Loss: 1.4915 | Avg Accuracy: 64.73 | Avg Perplexity: 5.504 | Model Sparsity: 0.7448
Recovery epoch [10/10]: Avg Loss: 1.4984 | Avg Accuracy: 64.17 | Avg Perplexity: 5.701 | Model Sparsity: 0.7448
Epoch [3/5]: Avg Loss: 1.5047 | Avg Accuracy: 64.28 | Avg Perplexity: 5.661 | Model Sparsity: 0.8892
Recovery epoch [1/10]: Avg Loss: 1.4892 | Avg Accuracy: 64.54 | Avg Perplexity: 5.557 | Model Sparsity: 0.8892
Recovery epoch [2/10]: Avg Loss: 1.4908 | Avg Accuracy: 64.04 | Avg Perplexity: 5.658 | Model Sparsity: 0.8892
Recovery epoch [3/10]: Avg Loss: 1.4853 | Avg Accuracy: 64.70 | Avg Perplexity: 5.604 | Model Sparsity: 0.8892
Recovery epoch [4/10]: Avg Loss: 1.4804 | Avg Accuracy: 64.42 | Avg Perplexity: 5.605 | Model Sparsity: 0.8892
Recovery epoch [5/10]: Avg Loss: 1.4929 | Avg Accuracy: 64.14 | Avg Perplexity: 5.657 | Model Sparsity: 0.8892
Recovery epoch [6/10]: Avg Loss: 1.4950 | Avg Accuracy: 64.39 | Avg Perplexity: 5.566 | Model Sparsity: 0.8892
Recovery epoch [7/10]: Avg Loss: 1.4933 | Avg Accuracy: 64.45 | Avg Perplexity: 5.586 | Model Sparsity: 0.8892
Recovery epoch [8/10]: Avg Loss: 1.4844 | Avg Accuracy: 64.54 | Avg Perplexity: 5.539 | Model Sparsity: 0.8892
Recovery epoch [9/10]: Avg Loss: 1.4804 | Avg Accuracy: 64.05 | Avg Perplexity: 5.809 | Model Sparsity: 0.8892
Recovery epoch [10/10]: Avg Loss: 1.4803 | Avg Accuracy: 64.22 | Avg Perplexity: 5.683 | Model Sparsity: 0.8892
Epoch [4/5]: Avg Loss: 1.4834 | Avg Accuracy: 64.48 | Avg Perplexity: 5.505 | Model Sparsity: 0.9424
Recovery epoch [1/10]: Avg Loss: 1.4754 | Avg Accuracy: 64.42 | Avg Perplexity: 5.639 | Model Sparsity: 0.9424
Recovery epoch [2/10]: Avg Loss: 1.4830 | Avg Accuracy: 64.22 | Avg Perplexity: 5.625 | Model Sparsity: 0.9424
Recovery epoch [3/10]: Avg Loss: 1.4778 | Avg Accuracy: 64.54 | Avg Perplexity: 5.591 | Model Sparsity: 0.9424
Recovery epoch [4/10]: Avg Loss: 1.4760 | Avg Accuracy: 64.00 | Avg Perplexity: 5.751 | Model Sparsity: 0.9424
Recovery epoch [5/10]: Avg Loss: 1.4801 | Avg Accuracy: 64.74 | Avg Perplexity: 5.514 | Model Sparsity: 0.9424
Recovery epoch [6/10]: Avg Loss: 1.4790 | Avg Accuracy: 64.68 | Avg Perplexity: 5.595 | Model Sparsity: 0.9424
Recovery epoch [7/10]: Avg Loss: 1.4713 | Avg Accuracy: 64.45 | Avg Perplexity: 5.583 | Model Sparsity: 0.9424
Recovery epoch [8/10]: Avg Loss: 1.4756 | Avg Accuracy: 64.23 | Avg Perplexity: 5.715 | Model Sparsity: 0.9424
Recovery epoch [9/10]: Avg Loss: 1.4709 | Avg Accuracy: 64.30 | Avg Perplexity: 5.644 | Model Sparsity: 0.9424
Recovery epoch [10/10]: Avg Loss: 1.4708 | Avg Accuracy: 64.59 | Avg Perplexity: 5.602 | Model Sparsity: 0.9424
Epoch [5/5]: Avg Loss: 1.4761 | Avg Accuracy: 64.26 | Avg Perplexity: 5.671 | Model Sparsity: 0.95
Recovery epoch [1/10]: Avg Loss: 1.4709 | Avg Accuracy: 64.36 | Avg Perplexity: 5.595 | Model Sparsity: 0.95
Recovery epoch [2/10]: Avg Loss: 1.4734 | Avg Accuracy: 64.04 | Avg Perplexity: 5.716 | Model Sparsity: 0.95
Recovery epoch [3/10]: Avg Loss: 1.4697 | Avg Accuracy: 64.48 | Avg Perplexity: 5.643 | Model Sparsity: 0.95
Recovery epoch [4/10]: Avg Loss: 1.4706 | Avg Accuracy: 64.21 | Avg Perplexity: 5.660 | Model Sparsity: 0.95
Recovery epoch [5/10]: Avg Loss: 1.4659 | Avg Accuracy: 64.20 | Avg Perplexity: 5.702 | Model Sparsity: 0.95
Recovery epoch [6/10]: Avg Loss: 1.4648 | Avg Accuracy: 64.39 | Avg Perplexity: 5.683 | Model Sparsity: 0.95
Recovery epoch [7/10]: Avg Loss: 1.4641 | Avg Accuracy: 64.82 | Avg Perplexity: 5.529 | Model Sparsity: 0.95
Recovery epoch [8/10]: Avg Loss: 1.4654 | Avg Accuracy: 64.26 | Avg Perplexity: 5.773 | Model Sparsity: 0.95
Recovery epoch [9/10]: Avg Loss: 1.4591 | Avg Accuracy: 64.18 | Avg Perplexity: 5.640 | Model Sparsity: 0.95
Recovery epoch [10/10]: Avg Loss: 1.4624 | Avg Accuracy: 63.91 | Avg Perplexity: 5.840 | Model Sparsity: 0.95
